,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts
0,2,Afternoon Run,16111.1,4216,4250,105.2,Run,Run,0.0,8590240681,2023-02-19T21:39:57Z,2023-02-19T15:39:57Z,(GMT-06:00) America/Chicago,-21600.0,,,,28,45,0,1,0,False,False,False,False,everyone,False,g12675441,"[30.271840933710337, -97.7649905718863]","[30.27177505195141, -97.76478672400117]",3.821,5.645,True,172.3,192.0,False,True,142.8,129.0,9222309540.0,9222309540,66F0F4E3-A9FC-4455-A257-47B9A35328D0.fit,False,17,0,False,144.0,50715143,1,a8590240681,_nwwDfvusQ^k@v@MJB`BbCL`@Bt@LL`ANx@eAn@oCR_Bb@sAd@cCZkAJ{@A_Bl@yBzAaEp@qAr@kCj@_ArA_DnA_E|@uBj@aCVs@ReADk@\aAN{@\yD@qB^qBNUl@]p@uAx@u@z@qCd@_CEQy@YCQz@sD~@kDl@mBFq@D}AJu@nBsFb@m@r@o@Pc@Ls@b@_AfCkEtAkA`@k@`@iAJuA\sB`@[j@E\Lh@b@NKXm@TObA\vAg@dBBhAIhBaAvAMxAo@vF}AtAQzAiA~@kApAk@v@m@j@u@r@oAv@o@`BkBfAqC\_BXa@d@a@PYJ}@h@kBnAcGvAoEr@sAj@{Ah@iBj@iCAoAJe@nB_Fr@{DlAoB\eAHs@Si@_@g@I}@F{@VqAPWx@If@W\c@D[Gq@s@gDWw@e@_Aq@{CqBeC{Ai@e@[Sa@YaAcAkAUmAQa@Y]cAe@MQN}@BuAGeAg@{DGaIQYqAe@a@_@Cc@JkCAUQ[?Kv@EjETvIp@hBbA`AbBXXlAp@xAPb@R`Ax@bAnAfBfAbA`@jCIRHv@n@TZDXZjE@jBNjAAj@_AjDaAhBc@|C{AdE[h@y@l@}@fAGtANdBH|C]pFM`AqA|DUVo@VOZCf@Lt@?f@gBzFc@nBg@~@y@b@[\a@zAi@n@y@tBa@nBe@nAo@hAG`@?bCKl@{@|Bu@t@a@VSZShBsBvFE`@AnAg@nAe@l@S`Aa@`AOp@{BvCyAZwBdBiAx@_FjCW^UlAW\i@NaC?yIv@sCb@aA`@}AZaA`@}B~AcB~Bk@pA[|ASd@}@nDGt@WdAGrA_BfAKRe@jCaAx@e@z@aA|Du@`Cg@`Dw@zA_@fASrEBv@`@lBCb@QVu@^W`@Y|A[`Am@~Ae@z@m@|B_@n@gCvG_@xB_BzEAf@Hl@Xj@dC`HzAlDNb@?PgAf@SGgAuBsBcF{@aBYUYHSRy@vAi@vB{@bCeAxF[pAw@~By@`B]xBe@rA_@lBiAvCgAnBeBjBmBzCwB|DYRkATkB|@QBsFaEuA{@GK?UTs@h@_ArDiFXCxCd@t@\^KzAcCrAmDrAeBvAyDl@{@DSEIy@I[Sa@aB_BuBOEc@P,2,,,
1,2,Afternoon Run,9700.1,2464,2594,54.6,Run,Run,0.0,8583653330,2023-02-18T20:29:03Z,2023-02-18T14:29:03Z,(GMT-06:00) America/Chicago,-21600.0,,,,32,31,2,1,0,False,False,False,False,everyone,False,g12676585,"[30.271871108561754, -97.76498772203922]","[30.27258524671197, -97.76612305082381]",3.937,8.191,True,177.8,191.0,False,True,144.4,131.2,9215196810.0,9215196810,AC83F821-E2B4-42E4-92A5-3AA92CFFF0EC.fit,False,23,0,False,104.0,50715143,1,a8583653330,enwwDdvusQXc@HGd@QRA^Z~@hBNl@Fp@BHDFFBx@FFFCPq@z@wAlDU`@{@bAe@tAa@z@Up@[f@Uh@SX_@VU?e@YUGsAUeAMQDIHsA`C}@fAa@n@]r@Sn@ATDLHFbAp@j@VzDnCXNNDJAl@g@^SRIlAWPINOl@iA|@iBz@mAv@qATW^YVYtAeCl@uAVu@d@}Bf@oAJm@Bi@FYRk@x@{AZ}@z@cE^uBn@}Bd@wAXgAXy@t@eARMPCJDRThAfCdBhEfAlBHBFAt@g@DIBGCMk@oAsDoJo@mBCq@BWzAgERuAJ_@b@cAnAkDZw@\q@Z}AJ_@n@kAt@cBHYPkAH_@R[z@k@NODY?KKm@Y}@E{@Ba@J}@@a@Cm@F_@ZaA`@k@b@_AFc@@s@DWtAkEb@wBp@uATWh@g@JQDMHaAVs@LUhA}@HMJoANi@H}@Py@h@sB^aA\_B^_Ah@y@bAgAjCgBZMrBg@pBq@qBn@oBf@e@PiAx@{@h@}@|@o@fASb@Oj@@PFFJBr@Nd@BZLd@JDDKRCBI?kD_A}JqCICEGBQFWPOb@KD?@@?D[n@[jASVm@h@[d@M\c@xAk@zA[nAE\AfAIl@qAzEq@tBa@hBCXDNr@XJJGd@Mn@{@zCO`@QR]XIJi@fAIHi@\STELWzAA\@rA_@xDQ|@[fAGp@Qz@]dAe@nBaAbCgAhD_@~@w@bBm@bAUjAUp@{@bBOh@{@xBy@fCKh@DjACd@c@dBe@`Cg@hBSrAm@rBMX_@d@QDeA?QJk@bAUl@GFMACa@ESMSMG[EQBOFKLYh@_AbCKh@AJDTLXVN\?RGPSzA_EDUC_@QYQIQCOBOFMLQZ}@|BQf@Cf@?[DQ|AeEDSC}@Im@A_@@OPe@Ho@AKMMo@@GDe@z@mAlDALDDH@LA,2,,,
2,2,Afternoon Run,9690.5,2471,2514,52.2,Run,Run,0.0,8577776129,2023-02-17T19:54:32Z,2023-02-17T13:54:32Z,(GMT-06:00) America/Chicago,-21600.0,,,,26,30,0,1,0,False,False,False,False,everyone,False,g12675441,"[30.272180484607816, -97.77250226587057]","[30.271912682801485, -97.77272891253233]",3.922,5.224,True,171.5,179.0,False,True,145.0,132.0,9208858843.0,9208858843,BD9CB75F-1A7A-4BB7-B300-C8C7909E09F9.fit,False,14,0,False,77.0,50715143,1,a8577776129,cpwwDdewsQWYc@mBd@APEXYjBkDzA_CzAcBj@y@l@kA`AyBNg@`@qBVi@L_@F_@Fq@Lq@Pc@Zi@`@eAd@}A^oBTeARkAn@_CfAmDt@qAPUPMRCPJHLfAxBvAtDnA`CPNFAp@_@NM@GAOcA{Bw@_CmA{Ca@uAWk@GUCa@Be@Vo@\oA^iAJe@Fo@H]v@iBRo@Zu@l@_BTa@f@yBv@sAl@uAPm@J_ANe@FMNQz@g@JWDMAWIg@YiAEm@HwADiBF]Ts@d@u@\w@DUFeAJg@jAyDb@gB^cAXi@r@u@LQDMPkAZu@LSz@m@NSBI@i@Hg@T}@Dg@FYr@uCXw@\_Bd@cAd@w@dAgAxA_Ap@g@RKtBg@fAc@`BWnAMrAClAShE_@VAn@DRARGJGNOJYPaAHUNOz@a@pAw@fAg@\[p@]r@q@|@q@PIp@KTG`BqB}@`A]d@KJQFm@HSFyBfBo@\c@^cAb@mAv@{@b@W^]tAYZa@L{AAmGn@_BFkALs@LaBh@eCl@WJiChBu@x@aA~AWp@Y|AWt@{@~CK`AOt@MpAEHEF_Al@UVITSrAOh@MRs@j@]j@a@jAi@~B{@vCObA@p@CNKTg@n@U`@Wp@If@Ez@CfB?dADd@XvABPCJCHMPm@V[\IVc@xBw@hBo@nAUx@Gb@IX]n@_@x@e@pA]lAm@nAGXKt@Kd@uAdECN?VHh@Zx@`@lAvAfDf@dBx@bBTv@CNcAb@G@IE_B_D}AeEYm@m@}@KEGAG@IDON{@tAm@xBy@bCSv@{@tEWdAi@hB[t@]h@Sl@WnB_@~@g@dCKXkAjC_@r@w@fAeAdAs@dAmAnBkA|Bu@fAWf@ANDR~AnA,2,,,
3,2,Afternoon Run,10075.5,2763,3328,104.6,Run,Run,0.0,8573802690,2023-02-16T23:14:51Z,2023-02-16T17:14:51Z,(GMT-06:00) America/Chicago,-21600.0,,,,2,34,0,2,0,False,False,False,False,everyone,False,g12675441,"[30.281479619443417, -97.7364435698837]","[30.28316161595285, -97.73747948929667]",3.647,6.972,True,165.5,179.0,False,True,189.4,154.2,9204499749.0,9204499749,4AE8B505-E7CE-4A38-B0BC-EA4FC2918AB9.fit,False,1,0,False,72.0,50715143,1,a8573802690,gjywDxcpsQm@zA_@j@s@V{A\{BJa@?WE]Kc@U}BVsAIkDAaEO{@@[AUEs@Yk@OeAE{BQw@Uu@QKGAEC]DoAJaBLgCAy@BgAPwCHy@Aw@BmAQcDCgA?k@FoA^kBt@iBRUdA_ANQb@}@p@aBp@mBVgAb@wAN_@HgA\wAHm@Jc@\}@tAuC~@iCfAuBpBcDb@i@hA}@d@cAVs@Jy@HS?YGu@Mg@Io@_@qEKkBEUYQU@i@KaBw@w@i@s@m@mAw@[M{@k@s@YkCyAqA{@y@e@][k@[eB{@qAu@uAaAwAi@{A}@UU[Iw@_@g@_@O@INKj@Wr@aAzBkBbF[n@eAtAsAxCg@|Aw@jByBhGMd@Uj@iCtG}@~BcAdCCF?LFd@PJfAR`@J^NRLxAdAvIpH~@n@|D~ChB`BXRz@`@TDr@Dt@Ar@MrA[pCk@xCc@r@Gh@?VBxAVZLDRETeArCgBdEWr@QXk@f@y@~@c@v@Qt@[pCAzAHfCAl@F~@Gz@@h@E~CI`BIlABdAAjAQlB?t@Cj@@NFDJ@^CfGTlCXzACdADdAJf@@|@PnBRfAFfAB|@JnAFdA@jBRRAp@[jAOFEDQAcBD]DIFAVXZHtB?r@GPIDI^eAHm@?Ya@kBOoAE_AWuAQa@]i@]Yk@[_@Kg@Ia@@m@J_@Je@PsBnAg@Va@Jc@Da@CkAOkAUy@KsGq@[AiDBOFEjA?vBS|DMvD@z@DRDBXHf@Dv@@~@C|AJpC`@|AHl@@x@FrBFz@D,2,,,
4,2,Afternoon Run,10006.0,2602,3958,80.6,Run,Run,0.0,8568437186,2023-02-15T23:07:13Z,2023-02-15T17:07:13Z,(GMT-06:00) America/Chicago,-21600.0,,,,14,34,0,5,0,False,False,False,False,everyone,False,g12675441,"[30.281451791524887, -97.73580528795719]","[30.28080504387617, -97.73681379854679]",3.846,7.642,True,162.8,180.0,False,True,171.0,131.6,9198566054.0,9198566054,6A7550F8-E029-488F-85EA-9062C0DF229F.fit,False,8,0,False,61.0,50715143,1,a8568437186,ajywDx_psQU~@Ch@@ZGbAY~@KJc@Na@HaBRW@{@C{@Iq@Om@UIHxANrAXjBTNJLj@`@n@N^LPVVPHZF`CLL@HFDDBLYnB?JB^~@F^JhANzA^fBh@pAPb@HfBv@p@Nr@Vx@NHALMv@mDFINCdB|@jBj@TJJHXZR`@@TMhA@TDHNRJFx@Pb@?PKX_@`@cARMHBh@`@^RlA\TBXIp@GFGH]Bi@T?NBjA^fB`@bAl@f@PnAR~A?RBXLl@f@`@LZDR?PD`CpAnAh@xAVnALt@NnA`@dATjA`@dARj@N\LfAf@b@N|A\|Ab@TB|@BJ@rAf@nAp@dA^lDbAxCr@nCx@DG?i@w@UwAYQCM@IBINMn@]fAa@nBIf@@f@@EE^[~@QdAYV{@f@m@f@O\KfAK^c@b@a@x@_@|@GVGf@eBvGCTAf@GZ{A|CEd@?z@SxCBd@j@zBCRQ^]bAu@|CKTGFSF[A]GUIOIj@LcA]m@_@_BuA{@eAGEI@E@EJ?PDDNDHCBMGYI@GFAD@JFHFIVq@`@oBTeCAmCHq@ReALS`@OJIl@_A`A_AN]bAiDJy@CSKKi@QGEEGAI@Y|CsKRg@D_@C_BHu@H_@Tm@`BsDNcCCGOCsAFiA[sASiAg@iAk@WIy@I_@K}CiAeCkAg@Qi@KgAEOEy@e@m@O}CmAkA_@UA}@F]IcA]mA[}@k@SIe@MUA_AAa@Ck@KgA[OB]CmCYsAYQIMOKASHIJSdAW^c@H_@Ea@OSKOKMSEWTmA?QMWk@m@iBi@iCk@IEMWkAg@_A[sAs@SI_AW_F}@yDaAIAKBGFEJk@`FKNKAKMAIFcDCWGIOEK?cAF]AWCQGe@a@aA}AWg@QIk@CaCU}AGQKAERQ@FJRPDL@vADpB?tAF^EnA@PCHIDIBSEmAEeCFyA@s@BMBIJIb@E~@BhA[RFFFf@x@`@dAF^Cx@Ix@ITKH]NQDa@AYE,2,,,
5,2,Afternoon Run,10065.0,2903,4769,88.0,Run,Run,0.0,8562839462,2023-02-14T23:10:37Z,2023-02-14T17:10:37Z,(GMT-06:00) America/Chicago,-21600.0,,,,3,33,0,2,0,False,False,False,False,everyone,False,g12676585,"[30.281448271125555, -97.73596647195518]","[30.281622782349586, -97.73581090383232]",3.467,7.648,True,162.8,198.0,False,True,171.8,154.6,9192389421.0,9192389421,3891D08F-51FD-4594-BE8B-758DA2BA263E.fit,False,1,0,False,68.0,50715143,1,a8562839462,_jywDx`psQGPIr@Q~Bc@v@SPWJy@PkCFw@GaBYmBQw@HmAAwD[oDOwBY}BA{Dq@[KQMGIKUI_DJyCBSFMlAIv@Ql@]pBcBz@g@XExE?bAHv@L|BRJEJ?zA\\@r@E^?jAFj@C~@Oj@Sr@e@ZOfB]b@?D@@DI~@IJIAIBEX?x@Dr@Lb@@\PH~@Vh@Hd@GTIDGFS?o@Ge@MYOQWSy@g@QEi@BSHKJK\Gd@Cr@@PRRpBpARB\Ah@IRKBUCa@KYc@y@qAqAa@Q]BOJQTGb@Gx@DLLLFNN?AKICEJAOIC@E?DCB?B`@VdAv@`@PRBb@EXQHOBWAOQ{@GOUWi@_@e@a@YO_@GI@UHKLMTInBFDNIADFA`A|@ZVZPN@r@CPKFKBa@CUK_@Sa@SU}@}@{@[KAODWVQ^@f@Ef@FPFFH?LDnAfAZRTBp@GRMFKBQCYMe@Q]a@c@{@u@i@]SAg@TILCRArA@JBFFFB?FOJNlAfAb@TZ@\CZOJKDWAQEUYu@OSsAmA[Ou@?SFGHOb@BbAC`@BFJLPDRJfAp@LFVD`@@VCJELKFM@QEk@GWQa@]]aAy@YOQG}@XOJEH?p@Fv@vBbBRH`@Fh@ANELUBOASGYOa@g@o@sAsAKGE?IDYCYJUVE^Bj@AZDJLDHNDD`BhANFX@j@INGHIDI@SE]Sm@O[WWcA{@_@QO?WBMHOXGb@Ev@B`@DHd@\hAl@XHf@?f@ILIDI@QA]_@cAKMmAaAk@]KCYDSNINEZGz@DN\Zt@b@d@n@LJVB^Gj@SHK?QCa@a@mAQQwAiAOGe@ESDOHKLGj@FdAFP\`@`@\TLF@VRNDX@r@MLGL[E]Qi@Qc@i@g@e@]KM_@SOCY@MFWZM^Et@DVNN~@l@v@t@THN?RAd@OJIJY@SEUa@kAcBuAUMUAYBMFQRGPEt@A\FPtBhBTNP?^MVALEDIFWAa@e@mAuAsASOQIS@YFSLILGb@A\Bf@BHRREg@Mk@C]Do@BKDCVGDIF}@EGGA[BeBp@a@Rw@f@e@Ra@Ju@Hm@AwFs@oCYoAGmD?S@ILI\CxA?v@ElCWfCAp@MzA@p@DJ`@FbBC|BHxEh@|EVlFRl@@^K^?`@MRINOF[BWMqA?]BoADg@DO,2,,,
6,2,Afternoon Run,6811.9,2035,3109,66.4,Run,Run,0.0,8557038728,2023-02-13T23:06:02Z,2023-02-13T17:06:02Z,(GMT-06:00) America/Chicago,-21600.0,,,,4,31,0,7,0,False,False,False,False,everyone,False,g12675441,"[30.28065945021808, -97.73577377200127]","[30.280790459364653, -97.73574552498758]",3.347,8.59,True,143.4,157.0,False,True,184.2,154.4,9185966166.0,9185966166,4D1059A0-36D3-4879-A319-027AC53E030B.fit,False,0,0,False,12.0,50715143,1,a8557038728,aeywDr_psQqB\k@LKHGXAfAIxAO|@EFKDS?a@ISAI@]JmAEgB@wAGe@EUGKKIYq@`AI@aBC_D]s@CgBBcBAi@JKFCFKnBIpMQtCe@pEOpDYlCEhBBpAWpBBbDExCQhFWrEI`HGjBCpAIxAAbBGbAIRG?KIGRMFEC}Ak@o@_@}@a@mCgBoAo@sBkBc@e@i@_ASc@ESCcACGs@[QKAMHg@BYE{@?u@IsAYkA[]QIi@Ia@FoBx@i@V_B~@wChB_@Pm@PcAx@e@RkBPw@@QBQAYOIB[V[PSFUB]Ga@QUUQYQUCKNu@E]@OnAeC^gAl@uB`C{F`DkJDGb@[PWjA}CR[NGp@Oh@Sh@UxA}@t@]lAe@`@UzA_@xAk@j@M~@?hAHlABfANdDJj@AtAOT?ZDfAVr@JlALVCDEBQHyDTyEPiADmBAoCJ}BFe@NI\?bDR|@@p@JlBN~EJ~@HxBJnB?v@Fh@OZAZINIPYB[BeBBu@LkAFUJCTCdBH,2,,,
7,2,Afternoon Run,20953.8,6101,6681,143.0,Run,Run,0.0,8551530583,2023-02-12T19:32:32Z,2023-02-12T13:32:32Z,(GMT-06:00) America/Chicago,-21600.0,,,,49,48,2,1,0,False,False,False,False,everyone,False,g11621795,"[30.27192559093237, -97.76524756103754]","[30.271780751645565, -97.76613151654601]",3.434,5.528,True,163.7,180.0,False,True,182.2,130.6,9179808012.0,9179808012,08047688-C230-4982-96E9-12A65B060F5F.fit,False,8,0,False,148.0,50715143,1,a8551530583,onwwDxwusQEjBhBvAN`@?b@iB|Es@Nk@_@Ia@Bc@dBoE\Qh@D\`@Fd@aBzEa@Zg@?g@i@Aq@bBsEf@Ub@DZ^Dv@aBpE_@Vk@A]]Ic@B[jByEb@Mf@JV`@@n@eBtEc@Tc@C_@c@Es@jB{EZM^@\TLh@Gd@aBlEDD^Wr@gAtBeGdA@NNu@dAiBlE{@`AwAzDkApBu@`@w@c@uCc@[@oBdDmBjCOx@ARHPlInFN@lAu@bBa@\U`B_DjBsCdBmBjAoBtAmDf@cC`@_A^_C`BuDvBkKbBqFt@qAh@_@TF|@`B|B`GjApBP?`Aq@_FiMq@{BEy@`B{EXqBvCoHT_@l@aC|AcDl@wCnAaAXm@e@iBIo@P_F^iA`AiBRmBdCgJf@_A`AgAZ{A`@}@rAmAf@_EfBwGLE`AXr@Az@VI`@O@eUuGi@n@M?{v@wScAF_BMiAW{Ao@WV]rAi@Ra@Cu@[Ya@Ea@NyA}@cAoFwAe@c@eNuDiFiBhA}FDa@EQcD?_CUMlCSN}@Ey@d@uQaA{JS]rJBhAIl@W|KmAf[QnIoAp^m@`D?VFNLG@g@LG~At@fFf@jD?`Bh@n@h@dATrCCr@]f@i@b@}ArAyB|B{EfB}AtCaBt@E?aAHOdCHhDj@|C?fAQxAaAhEqArABp@j@dAzA|@h@fCv@~AvAfA?p@c@pAFjCa@nBg@dBw@r@JtExBlApAh@`Bl@VrBSd@WLq@CiA^uBfAuBTSjB\FLC^FLZk@tEp@d@`@dBr@`Av@\?fA{An@mCDs@o@UQYbDeMNcAFgBLo@jBcF`BgBTqA~AyCdAeBrAoA{AtA{CxFi@~AeAfA}BlGKh@IdCeD`MBj@~@f@UlAmAbEy@v@k@pAgAz@[lBA|Ac@nEw@bEqAxEw@jBeAlDqC~Fg@|Be@v@eAjC{AtEGd@DjAIp@a@pA_@vBu@lDs@jCaApBe@f@qBxE{@dA}AfEqAnBg@Nm@[uDe@WT_BpCeAfA~C}Fb@g@v@UpE?h@Od@o@nEsLRaAA_ASw@yBuBk@b@GpA]vAR~@UzA_@n@u@pB@n@`@h@f@Dd@UdBuE@c@Qi@c@Sc@Ba@`@yA|DzAaE\],2,,,
8,2,Afternoon Run,13073.7,3626,4179,51.8,Run,Run,0.0,8545245238,2023-02-11T20:49:36Z,2023-02-11T14:49:36Z,(GMT-06:00) America/Chicago,-21600.0,,,,49,36,0,1,0,False,False,False,False,everyone,False,g11621795,"[30.27202734723687, -97.76539944112301]","[30.272070597857237, -97.76535510085523]",3.606,8.034,True,173.8,195.0,False,True,141.6,130.8,9172716223.0,9172716223,A4CB3DA6-9F99-4C10-B7D0-FF35997141B2.fit,False,11,0,False,131.0,50715143,1,a8545245238,cowwDvxusQJV@b@PhA?VUx@kA|CG^@RHT\Vd@?NGNQtAsDJa@?YGUUYUGU@SFOP_BhECXBTX`@`@HTENMfByE@WGYKQOK_@Ca@RMTwAxDCVDZHRPN^Db@QR]rAuDBWCUMYMKe@GSFSP_BjECXBNHVRRVDRA\UbBkE]`A\eAa@jA`@gA@]Ia@SW]G_@FONaBjECZBRNZPLPB\C\]pAgDLi@?WEQY]i@E[LQXuAzDCVBRL\XNN@ZGPO`BgEBg@K]OMUIU?a@ROZsAtD?b@JZLLNFX@^QRc@pAiDBi@M]KKYIO?a@NMPwAzDAh@HXLN^J\GLINWtAqDBQ?WQg@SKWESBQJS\sArDAh@FTRTd@FNEPMR_@rAoD@]CSW]SISAc@TcBhEC^H`@RTPF^CNIVa@tAsD@YCUY_@c@Ic@NUd@oAhDCZHb@TTTF\EROdBkEBYCUYa@a@KWDOJQXoAlDEXDd@PXVHN?VGNORc@lAcDBe@gCsEbAaAPWJGT?l@Zt@`AHZJdADHdANFDAHKTa@b@qB~E_AdA{@zBSp@eAjB_@^YHu@_@}Cc@[BQRqA`Cq@t@cAdBIPKh@@VHLzBpAhDfC^NZ@`@[b@Sl@Uz@OVO`B}CzBsDrAmAfAgBt@cBh@wAd@aC`@cAHc@Dw@DQ\_Ap@oAZcA^wAz@qEb@kBh@{Aj@uBTg@d@s@h@a@J?NJnBhEjA`DhAhBDBFC~@u@?Q[_Aq@wAg@wAkBwEQq@Q[Ou@@a@\y@~@uCJg@Do@Ha@h@kAhA_Dd@cAXe@N_ATs@p@sAv@mB`@}BZa@r@a@JMNa@?o@E?AJBl@KTaAn@Yb@g@bC{AhD]dAYlA]j@eBvE]r@Sr@Gt@K^{ApE?^Db@\r@jArDl@jAh@hBz@`BR|@_Ah@QBIEwAyCgBoEy@_BKKUAQHSVy@~Au@lC]~@[hAa@|B}@~D[dA}@hBQb@WlBk@|AUtAQt@oAnCc@x@k@v@mAjAs@pAu@dAmAdCo@~@[P_B^_Bx@}HkF[YCK^cAlAoBh@i@nA}BXURCjBVt@Rl@Z^G\e@|@aBRm@b@aA`@mAr@q@R[j@{Ar@aBj@y@DOAOGGo@AUOEMEu@Oa@u@u@{@gAKCk@`@u@bB,2,,,
9,2,Afternoon Run,13572.1,3970,4589,88.4,Run,Run,0.0,8539852555,2023-02-10T23:13:35Z,2023-02-10T17:13:35Z,(GMT-06:00) America/Chicago,-21600.0,,,,26,35,0,1,0,False,False,False,False,everyone,False,g11621795,"[30.271664075553417, -97.76477297767997]","[30.271913101896644, -97.76511747390032]",3.419,6.754,True,157.4,171.0,False,True,141.4,129.4,9166702568.0,9166702568,FCCDE31D-2C9E-49DD-B32C-DE784C7BED87.fit,False,4,0,False,75.0,50715143,1,a8539852555,{lwwDztusQ`@MPFRTdAbBJb@L~@DHr@F^Ad@i@LUt@sCZgBZeAVkBf@_BH}@GiABMf@cBlA}C`@oAp@wAf@qBh@y@|AuDd@{AdBsEl@iCHaANy@Cc@FOJCLD@VIJOAIO@MNGJ@z@fAtAbAfAhA|@`BNDNQ`@{B?YGe@PqAP]`Aq@LOJ_@IeAWi@Ge@DuAFs@BgAHe@Vw@v@oAL]HuAFe@hAiDb@{BPk@d@_AbA}@r@aDzAoAPaBrAgGZ}@`@oBr@uAV]fAgAjAu@t@k@rCu@dAc@fBYvCOhFq@xB@\EXSLQVoAXg@vEaC`@a@v@a@hB}AhAS\QpAeBP]T}@b@gALw@h@s@d@qADYAm@D]xBcGRaBZa@z@k@x@uA^oB?kBHaAJY\c@d@wAVmARo@t@iBl@{@b@yAnAu@R]Vy@TkAzAmENG~BQvBzABHIPGFMAEOHKGTBDLBHGDWCOqDyB_@@s@v@_B|Ea@nBi@v@e@Pa@Xe@~Ag@p@Up@m@jA]lBk@vA_@f@IPGt@?tBWnAu@~Ae@h@i@XQZENE~@EV{@pB{@jCEh@@h@G^c@jAa@j@WjAa@~@Sv@gB|Be@V{@P{BjBm@Xc@^uEbC[f@YtA]X[FyC@yEj@gCLyB\{@`@qAVaA\aC`BwA|A{@fBc@pBSf@y@pDEd@[rAElAILiAn@U^MfAL`ANLf@LgAMa@Du@b@[b@Yr@s@zC{@tCSlAA~@u@lAi@nAKf@G~@EhDD`@Vh@DbAs@lBk@jBMl@Wr@WpAKFICm@mAe@m@uCgCi@s@WEMP@RTHLMAYQIOLCFD^?N[tBc@nB_B~DeAbDaA~Bs@fAKn@St@}@dBg@dBu@fBs@zBGb@DfAIt@a@pAa@lC_@hAUnA}@bDu@zAi@l@gBjEaAjA{A`EiArBi@Tu@[yA]qBKAKDIT[TQTEnCLj@Wz@SXUJSj@eBFk@Li@bAwCDc@GYMSUMY?UJQT{A`E?f@HTLNRHT?^QhBqED_@Ia@UW]I[BOJWb@uArDCT@\P^b@Tf@GVWLWnAiDFa@ASKWWWm@E]RcBpECd@J^NPXJXATOR[zAeEAc@Q_@a@Qc@B[\eApC|@oCDmBGk@JsA,2,,,
